59.58433734939759, 310.6897590361446
87.95783132530121, 310.6897590361446
167.40361445783134, 312.10843373493975
248.26807228915663, 310.6897590361446
303.5963855421687, 310.6897590361446
374.5301204819277, 309.2710843373494
439.78915662650604, 309.2710843373494
490.8614457831326, 310.6897590361446
553.2831325301205, 309.2710843373494
615.7048192771085, 307.85240963855426
686.6385542168675, 309.2710843373494
757.5722891566265, 310.6897590361446
810.0632530120482, 309.2710843373494
875.3222891566265, 309.2710843373494
939.1626506024097, 312.10843373493975
988.816265060241, 310.6897590361446
1038.4698795180723, 312.10843373493975
1083.8674698795182, 312.10843373493975
1120.7530120481929, 312.10843373493975
1167.5692771084339, 317.7831325301205
1217.2228915662652, 316.3644578313253
1278.2259036144578, 316.3644578313253
1336.3915662650604, 319.2018072289157
